Age,Attrition,Department,EmployeeNumber,Gender,JobRole,YearsAtCompany,MonthlyIncome,PerformanceRating
34.0, no , research & development ,138.0,FEMALE,RESEARCH SCIENTIST,16.0,4809.0,3.0
55.0,NO,RESEARCH & DEVELOPMENT,1336.0, female ,MANAGER,19.0,19187.0,3.0
39.0,NAN,RESEARCH & DEVELOPMENT,1871.0, male ,RESEARCH SCIENTIST,2.0,3902.0,3.0
46.0,NO, human resources ,, female , nan ,7.0,3423.0,3.0
55.0, no ,SALES,597.0, female , manager ,10.0,16835.0,4.0
38.0,NO,HUMAN RESOURCES,1805.0, male ,HUMAN RESOURCES,11.0,2592.0,3.0
42.0, no , research & development ,477.0, male , healthcare representative ,1.0,6781.0,4.0
23.0,YES,RESEARCH & DEVELOPMENT,1684.0,MALE, laboratory technician ,5.0,3989.0,3.0
44.0, yes , research & development ,392.0,MALE,NAN,1.0,3161.0,4.0
28.0, no , research & development ,395.0,NAN,RESEARCH SCIENTIST,5.0,3310.0,4.0
42.0, no ,RESEARCH & DEVELOPMENT,1854.0,MALE, research scientist ,6.0,2936.0,4.0
49.0, no ,RESEARCH & DEVELOPMENT,,MALE, research director ,31.0,19502.0,3.0
,YES,SALES,,MALE,SALES EXECUTIVE,21.0,,3.0
40.0,NO, research & development ,281.0,MALE, laboratory technician ,7.0,,3.0
30.0,NO,SALES,1479.0,MALE, sales executive ,2.0,5301.0,3.0
45.0, no , research & development ,,MALE,RESEARCH DIRECTOR,0.0,13245.0,3.0
43.0, no ,RESEARCH & DEVELOPMENT,920.0, female , manufacturing director ,1.0,4765.0,
36.0, no , research & development ,1847.0, female ,RESEARCH SCIENTIST,1.0,6962.0,4.0
44.0,NO,RESEARCH & DEVELOPMENT,2020.0, male , research scientist ,4.0,2436.0,3.0
22.0,NO, research & development ,2007.0, male , research scientist ,3.0,3375.0,3.0
31.0,NO, research & development ,426.0,MALE, research scientist ,2.0,2695.0,3.0
33.0,NO, sales ,1477.0, male ,SALES EXECUTIVE,4.0,4373.0,3.0
26.0,NO,RESEARCH & DEVELOPMENT,1952.0, male ,LABORATORY TECHNICIAN,7.0,,
21.0,NO, sales ,669.0, male , sales representative ,3.0,3447.0,3.0
44.0,NO, nan ,874.0, male ,LABORATORY TECHNICIAN,3.0,,4.0
, no , nan ,544.0, nan , research scientist ,2.0,2654.0,4.0
20.0,YES, research & development ,701.0, male , research scientist ,1.0,1009.0,3.0
38.0,NO,RESEARCH & DEVELOPMENT,393.0,MALE, healthcare representative ,2.0,5745.0,3.0
28.0,NO, human resources ,869.0,MALE,HUMAN RESOURCES,5.0,4936.0,3.0
31.0,NO, research & development ,1251.0, male , healthcare representative ,6.0,6833.0,3.0
38.0,NO,SALES,1961.0,MALE, sales representative ,,2858.0,3.0
32.0,NO, nan ,772.0,MALE, laboratory technician ,,5309.0,3.0
29.0, no , research & development ,1143.0,FEMALE, research scientist ,7.0,3291.0,3.0
39.0, no ,RESEARCH & DEVELOPMENT,332.0,FEMALE,LABORATORY TECHNICIAN,,2232.0,3.0
40.0, no , research & development ,763.0, female , research scientist ,4.0,2342.0,4.0
49.0,NO, nan ,1674.0, female , laboratory technician ,2.0,2587.0,
22.0,YES, nan ,1878.0, male , research scientist ,1.0,2472.0,4.0
20.0,YES,SALES,1077.0,FEMALE,NAN,2.0,2323.0,3.0
29.0, no ,RESEARCH & DEVELOPMENT,1558.0, nan ,NAN,1.0,2451.0,3.0
35.0,NO, research & development ,2003.0, nan ,LABORATORY TECHNICIAN,2.0,2660.0,3.0
33.0, yes ,SALES,1758.0, female ,NAN,0.0,8564.0,4.0
35.0, no , sales ,406.0,MALE, sales executive ,11.0,,3.0
37.0, no ,RESEARCH & DEVELOPMENT,1161.0,FEMALE,HEALTHCARE REPRESENTATIVE,6.0,5731.0,3.0
29.0, no ,RESEARCH & DEVELOPMENT,495.0,MALE, research scientist ,3.0,2201.0,
56.0, no , sales ,1935.0, female ,SALES EXECUTIVE,,5380.0,3.0
50.0, nan , research & development ,,MALE,LABORATORY TECHNICIAN,3.0,3690.0,3.0
46.0, yes , sales ,1869.0, nan , sales executive ,8.0,7314.0,4.0
54.0, no , research & development ,1520.0,FEMALE,MANAGER,14.0,16032.0,4.0
55.0,NO,RESEARCH & DEVELOPMENT,1336.0, female ,MANAGER,19.0,19187.0,3.0
33.0, no , research & development ,,FEMALE, research scientist ,8.0,2909.0,3.0
42.0,NO, sales ,1171.0, male ,SALES EXECUTIVE,6.0,5155.0,3.0
31.0, no ,RESEARCH & DEVELOPMENT,246.0, female , research scientist ,4.0,3929.0,
36.0, yes , sales ,967.0, male ,NAN,16.0,10325.0,3.0
37.0, no , sales ,626.0, male , sales executive ,,8834.0,3.0
45.0, no , research & development ,,FEMALE, laboratory technician ,10.0,5769.0,3.0
38.0,NO,RESEARCH & DEVELOPMENT,1940.0,MALE,RESEARCH SCIENTIST,,4771.0,3.0
41.0, no ,RESEARCH & DEVELOPMENT,200.0,NAN,LABORATORY TECHNICIAN,,2238.0,4.0
, nan , research & development ,867.0,FEMALE, nan ,9.0,13826.0,4.0
37.0,NO, research & development ,1640.0,FEMALE, research scientist ,8.0,3936.0,3.0
36.0, no , research & development ,1662.0, female , manufacturing director ,3.0,4374.0,3.0
32.0,NO, nan ,, male , sales executive ,10.0,5396.0,3.0
35.0, yes , sales ,1380.0,FEMALE,SALES EXECUTIVE,4.0,4614.0,3.0
39.0, no ,NAN,760.0,FEMALE,HUMAN RESOURCES,8.0,,3.0
26.0, no , research & development ,792.0,FEMALE, laboratory technician ,,4364.0,3.0
, no ,RESEARCH & DEVELOPMENT,95.0, male ,RESEARCH SCIENTIST,1.0,2501.0,3.0
43.0,NO, sales ,327.0, female ,MANAGER,17.0,16064.0,4.0
38.0, no ,RESEARCH & DEVELOPMENT,837.0,MALE,HEALTHCARE REPRESENTATIVE,4.0,6288.0,3.0
28.0,NO, sales ,1387.0, male ,SALES EXECUTIVE,5.0,4724.0,3.0
24.0,NO, research & development ,1981.0,MALE, nan ,4.0,4617.0,3.0
25.0,NO,SALES,527.0, female , sales executive ,5.0,4487.0,3.0
31.0, nan ,RESEARCH & DEVELOPMENT,355.0,MALE,LABORATORY TECHNICIAN,5.0,3479.0,3.0
29.0,NO,RESEARCH & DEVELOPMENT,,MALE,LABORATORY TECHNICIAN,3.0,,3.0
39.0,NO,RESEARCH & DEVELOPMENT,, male ,LABORATORY TECHNICIAN,10.0,,3.0
, yes , research & development ,1809.0,MALE,MANUFACTURING DIRECTOR,10.0,,3.0
31.0,NO, sales ,604.0, male , sales executive ,6.0,6582.0,3.0
45.0, no , research & development ,1712.0, male , healthcare representative ,23.0,10748.0,4.0
26.0,NO,RESEARCH & DEVELOPMENT,390.0, male , healthcare representative ,5.0,4741.0,3.0
35.0, no , research & development ,1704.0, male , research scientist ,5.0,4930.0,
21.0, no ,RESEARCH & DEVELOPMENT,379.0, male ,RESEARCH SCIENTIST,3.0,3230.0,3.0
32.0, yes ,RESEARCH & DEVELOPMENT,1939.0,FEMALE,RESEARCH SCIENTIST,4.0,2432.0,3.0
31.0, nan ,RESEARCH & DEVELOPMENT,1956.0,MALE,RESEARCH SCIENTIST,10.0,5003.0,
, nan ,RESEARCH & DEVELOPMENT,51.0, female , research scientist ,1.0,3419.0,3.0
34.0,YES, sales ,,FEMALE,SALES EXECUTIVE,15.0,4599.0,4.0
38.0,NO,SALES,2041.0,FEMALE, sales executive ,,5343.0,3.0
38.0, no ,SALES,1582.0, male , sales executive ,9.0,9924.0,3.0
45.0, no ,RESEARCH & DEVELOPMENT,972.0, male , laboratory technician ,9.0,4447.0,3.0
29.0,NO, sales ,312.0, nan ,SALES EXECUTIVE,11.0,7918.0,3.0
28.0,NO,SALES,, female , sales representative ,1.0,2856.0,3.0
41.0,NO,SALES,534.0, nan ,SALES EXECUTIVE,10.0,8392.0,3.0
28.0,YES,RESEARCH & DEVELOPMENT,364.0, nan ,LABORATORY TECHNICIAN,0.0,3485.0,3.0
19.0, nan ,SALES,959.0,MALE, sales representative ,1.0,2121.0,3.0
28.0, no ,SALES,916.0, male ,SALES EXECUTIVE,4.0,4908.0,3.0
31.0, no , sales ,947.0,FEMALE, sales executive ,9.0,6932.0,3.0
44.0, no , human resources ,1683.0, female , human resources ,2.0,,3.0
58.0, no ,NAN,131.0, male ,SALES EXECUTIVE,37.0,13872.0,3.0
41.0, no ,RESEARCH & DEVELOPMENT,466.0,MALE, manufacturing director ,5.0,6032.0,3.0
37.0, no ,RESEARCH & DEVELOPMENT,1440.0, male , nan ,6.0,3500.0,3.0
35.0,NO, research & development ,1804.0, male ,MANUFACTURING DIRECTOR,7.0,5762.0,3.0
31.0, no , sales ,1324.0,FEMALE,SALES EXECUTIVE,10.0,9852.0,3.0
36.0, no ,RESEARCH & DEVELOPMENT,238.0,MALE,LABORATORY TECHNICIAN,8.0,2088.0,3.0
34.0, no ,NAN,, nan ,LABORATORY TECHNICIAN,2.0,2661.0,3.0
24.0, no ,RESEARCH & DEVELOPMENT,1551.0, male ,NAN,1.0,2296.0,3.0
55.0, no ,RESEARCH & DEVELOPMENT,254.0,MALE,NAN,24.0,18722.0,3.0
32.0,NO, nan ,1853.0,MALE,SALES EXECUTIVE,0.0,4648.0,3.0
37.0,NO,RESEARCH & DEVELOPMENT,102.0, male , research director ,5.0,13664.0,3.0
44.0, no , research & development ,1471.0, male , laboratory technician ,5.0,3162.0,3.0
36.0,NO,RESEARCH & DEVELOPMENT,1237.0, female ,MANUFACTURING DIRECTOR,7.0,10252.0,4.0
27.0, no ,RESEARCH & DEVELOPMENT,655.0,FEMALE, research scientist ,5.0,2187.0,3.0
33.0, yes ,RESEARCH & DEVELOPMENT,780.0,NAN, research scientist ,10.0,2686.0,3.0
37.0, no ,NAN,1196.0,FEMALE, manufacturing director ,14.0,6474.0,3.0
39.0, no ,RESEARCH & DEVELOPMENT,1043.0,NAN, manufacturing director ,21.0,10880.0,3.0
46.0,NAN,SALES,580.0, female ,SALES EXECUTIVE,3.0,9071.0,3.0
25.0, no ,RESEARCH & DEVELOPMENT,1992.0,MALE,LABORATORY TECHNICIAN,2.0,3977.0,3.0
40.0, no ,SALES,1598.0,FEMALE, sales executive ,5.0,4639.0,3.0
43.0, no , nan ,1255.0, male ,RESEARCH DIRECTOR,8.0,19740.0,3.0
29.0, no ,RESEARCH & DEVELOPMENT,1513.0,FEMALE, laboratory technician ,3.0,,3.0
24.0, no ,RESEARCH & DEVELOPMENT,1173.0, male ,LABORATORY TECHNICIAN,4.0,3597.0,4.0
, no ,SALES,1125.0, male , sales executive ,1.0,7351.0,3.0
39.0,NO, research & development ,531.0, male ,MANAGER,21.0,,3.0
29.0, yes ,SALES,1752.0,FEMALE,SALES REPRESENTATIVE,,2760.0,3.0
27.0, no ,RESEARCH & DEVELOPMENT,260.0,FEMALE, research scientist ,7.0,,3.0
,NO, research & development ,1881.0,NAN,LABORATORY TECHNICIAN,10.0,4197.0,3.0
26.0,YES, human resources ,,FEMALE, human resources ,7.0,2741.0,3.0
21.0,NAN,RESEARCH & DEVELOPMENT,1623.0,MALE,RESEARCH SCIENTIST,2.0,3117.0,3.0
58.0, no , research & development ,1308.0, male ,RESEARCH SCIENTIST,2.0,2372.0,3.0
38.0,NO, research & development ,1760.0, female ,LABORATORY TECHNICIAN,6.0,2468.0,3.0
28.0,YES,RESEARCH & DEVELOPMENT,440.0,MALE,RESEARCH SCIENTIST,3.0,3464.0,3.0
36.0, yes , research & development ,90.0, male , research scientist ,,,3.0
50.0, no , research & development ,491.0, male , nan ,4.0,,3.0
35.0, no ,RESEARCH & DEVELOPMENT,1291.0, male ,RESEARCH SCIENTIST,3.0,3506.0,3.0
31.0, no , research & development ,, male , research scientist ,6.0,2356.0,3.0
35.0, no ,RESEARCH & DEVELOPMENT,1621.0, male , research scientist ,16.0,5208.0,3.0
35.0, no ,RESEARCH & DEVELOPMENT,691.0, male ,RESEARCH SCIENTIST,17.0,6646.0,3.0
51.0,NO,RESEARCH & DEVELOPMENT,258.0, female ,HEALTHCARE REPRESENTATIVE,7.0,13734.0,3.0
34.0, yes ,RESEARCH & DEVELOPMENT,31.0,MALE,RESEARCH SCIENTIST,4.0,2960.0,3.0
26.0, no ,RESEARCH & DEVELOPMENT,1718.0,MALE,LABORATORY TECHNICIAN,3.0,2305.0,3.0
30.0,NO, human resources ,1499.0,MALE,HUMAN RESOURCES,5.0,2064.0,4.0
51.0, no , research & development ,145.0,FEMALE, healthcare representative ,13.0,7484.0,4.0
30.0, no ,SALES,533.0,FEMALE,NAN,5.0,6577.0,3.0
,YES,SALES,,MALE, sales executive ,2.0,9907.0,3.0
45.0,NO,RESEARCH & DEVELOPMENT,264.0,MALE,MANAGER,20.0,16792.0,4.0
40.0, no ,RESEARCH & DEVELOPMENT,335.0, male ,RESEARCH SCIENTIST,9.0,3319.0,3.0
39.0,NAN,RESEARCH & DEVELOPMENT,1633.0,FEMALE,MANUFACTURING DIRECTOR,9.0,5042.0,3.0
42.0, nan ,SALES,936.0,FEMALE, sales executive ,5.0,,
37.0,NO,RESEARCH & DEVELOPMENT,380.0,NAN, research director ,5.0,13603.0,3.0
30.0, yes , research & development ,,MALE, research scientist ,1.0,2285.0,4.0
28.0, yes ,RESEARCH & DEVELOPMENT,19.0, nan ,LABORATORY TECHNICIAN,4.0,2028.0,3.0
, no , sales ,1824.0, male , manager ,16.0,16291.0,4.0
, no ,SALES,1478.0, male ,SALES EXECUTIVE,,4759.0,3.0
46.0, no , nan ,,FEMALE, healthcare representative ,,10527.0,3.0
24.0, no ,RESEARCH & DEVELOPMENT,643.0,MALE,LABORATORY TECHNICIAN,1.0,2127.0,4.0
33.0, no , research & development ,1771.0,MALE, nan ,9.0,,
24.0, no , sales ,1445.0,FEMALE, sales executive ,5.0,4162.0,3.0
29.0, no ,NAN,793.0, female ,HEALTHCARE REPRESENTATIVE,8.0,4335.0,3.0
,NO,RESEARCH & DEVELOPMENT,431.0,NAN, healthcare representative ,,13964.0,3.0
34.0, no ,NAN,847.0, male ,HUMAN RESOURCES,3.0,3737.0,3.0
27.0, no ,SALES,437.0, male ,SALES EXECUTIVE,5.0,4478.0,3.0
27.0, no ,RESEARCH & DEVELOPMENT,274.0, nan ,MANUFACTURING DIRECTOR,2.0,4298.0,3.0
39.0, no , nan ,909.0,FEMALE,NAN,5.0,5204.0,3.0
41.0, yes , sales ,248.0,FEMALE,SALES REPRESENTATIVE,4.0,3140.0,4.0
50.0,NO, research & development ,80.0,FEMALE, nan ,27.0,18740.0,3.0
24.0,NO, research & development ,1707.0, male , research scientist ,5.0,,3.0
, nan , nan ,933.0, female , research scientist ,1.0,2318.0,3.0
38.0, no , nan ,1152.0, male , human resources ,,2844.0,3.0
49.0,NO,RESEARCH & DEVELOPMENT,1509.0, female , laboratory technician ,3.0,4789.0,4.0
29.0, no ,SALES,366.0,MALE,NAN,0.0,6644.0,3.0
,NO,RESEARCH & DEVELOPMENT,1856.0, female ,LABORATORY TECHNICIAN,2.0,2105.0,3.0
51.0,NO,RESEARCH & DEVELOPMENT,162.0,MALE, research director ,20.0,19537.0,3.0
29.0, no , sales ,974.0,FEMALE, sales representative ,3.0,2157.0,3.0
30.0, no ,RESEARCH & DEVELOPMENT,571.0,FEMALE,LABORATORY TECHNICIAN,11.0,2564.0,3.0
43.0,NO,SALES,,MALE, sales executive ,7.0,,4.0
45.0,NO, research & development ,452.0,MALE,RESEARCH SCIENTIST,10.0,3697.0,
37.0,NO,RESEARCH & DEVELOPMENT,,MALE, research scientist ,10.0,,3.0
26.0, nan , research & development ,1107.0, male , laboratory technician ,1.0,2377.0,4.0
19.0,YES, sales ,167.0, male , nan ,0.0,1675.0,3.0
34.0, no ,NAN,1580.0, male ,NAN,2.0,,3.0
36.0, no ,RESEARCH & DEVELOPMENT,155.0,FEMALE, laboratory technician ,1.0,2835.0,4.0
54.0,NO, research & development ,1245.0,NAN,NAN,5.0,10502.0,3.0
53.0,NO,NAN,981.0,NAN,NAN,17.0,14852.0,
43.0,NO,RESEARCH & DEVELOPMENT,430.0, female , laboratory technician ,8.0,2455.0,3.0
34.0, no , research & development ,, female , research scientist ,5.0,,4.0
30.0, no ,RESEARCH & DEVELOPMENT,806.0, nan , laboratory technician ,2.0,3833.0,4.0
43.0,NO, research & development ,,MALE,RESEARCH SCIENTIST,5.0,2089.0,3.0
50.0,NO,RESEARCH & DEVELOPMENT,1656.0, female , research director ,,13269.0,3.0
22.0,NO,RESEARCH & DEVELOPMENT,1605.0, female , research scientist ,4.0,2814.0,3.0
38.0,NO,RESEARCH & DEVELOPMENT,193.0, female ,RESEARCH SCIENTIST,3.0,4317.0,4.0
, no ,NAN,1417.0, male , laboratory technician ,7.0,3578.0,3.0
29.0, no ,NAN,749.0,MALE,SALES REPRESENTATIVE,1.0,2642.0,3.0
34.0,NAN, nan ,1447.0, female ,LABORATORY TECHNICIAN,5.0,3294.0,
27.0, no ,RESEARCH & DEVELOPMENT,233.0,MALE, research scientist ,,3058.0,3.0
58.0, no , research & development ,940.0, female , nan ,6.0,10552.0,3.0
56.0,NO,RESEARCH & DEVELOPMENT,241.0,FEMALE, research scientist ,2.0,4257.0,3.0
32.0, no , sales ,,MALE, sales executive ,3.0,4078.0,3.0
53.0, no , sales ,682.0, female ,SALES EXECUTIVE,14.0,8381.0,4.0
34.0,NO,RESEARCH & DEVELOPMENT,579.0,MALE, research scientist ,7.0,2768.0,3.0
52.0, no , sales ,329.0, male , nan ,33.0,19068.0,3.0
22.0,YES,RESEARCH & DEVELOPMENT,593.0, male , laboratory technician ,2.0,3894.0,3.0
29.0, no ,RESEARCH & DEVELOPMENT,,FEMALE, laboratory technician ,9.0,4193.0,3.0
40.0, no ,NAN,1641.0,NAN, manufacturing director ,4.0,7945.0,3.0
27.0, no ,RESEARCH & DEVELOPMENT,1244.0, nan ,RESEARCH SCIENTIST,,2235.0,
32.0,NO, research & development ,2010.0,FEMALE,LABORATORY TECHNICIAN,6.0,2837.0,3.0
, no , sales ,479.0, female , sales executive ,1.0,6653.0,3.0
32.0, no ,SALES,436.0,FEMALE,SALES EXECUTIVE,,,3.0
59.0, no ,HUMAN RESOURCES,321.0,MALE,HUMAN RESOURCES,2.0,2267.0,3.0
34.0, no , research & development ,1140.0,MALE, manufacturing director ,3.0,4033.0,3.0
30.0, no ,RESEARCH & DEVELOPMENT,1729.0, male ,RESEARCH SCIENTIST,10.0,2862.0,3.0
38.0, no ,SALES,1119.0, male ,NAN,,8740.0,3.0
46.0, no , nan ,1069.0,MALE,RESEARCH DIRECTOR,2.0,19627.0,3.0
29.0,NO,NAN,, female , healthcare representative ,7.0,,3.0
34.0,NO,RESEARCH & DEVELOPMENT,247.0,FEMALE, research scientist ,3.0,2311.0,
33.0, no , nan ,,FEMALE, research scientist ,,3452.0,
, no ,SALES,707.0, male , sales executive ,3.0,4851.0,4.0
50.0,YES,SALES,2044.0,MALE, sales executive ,6.0,6728.0,3.0
,NO,SALES,1349.0, nan ,SALES EXECUTIVE,9.0,4103.0,3.0
, no , research & development ,616.0, female , healthcare representative ,8.0,,3.0
53.0, yes , research & development ,1572.0,FEMALE,MANUFACTURING DIRECTOR,33.0,10169.0,3.0
56.0, no , research & development ,112.0, male , nan ,6.0,7260.0,3.0
35.0, no ,RESEARCH & DEVELOPMENT,1185.0,MALE,LABORATORY TECHNICIAN,2.0,,3.0
41.0, nan , sales ,625.0, female , manager ,18.0,16595.0,3.0
52.0,YES, research & development ,433.0, male , research scientist ,8.0,4941.0,3.0
31.0, no ,SALES,1453.0, male , sales executive ,13.0,,3.0
40.0, no , research & development ,1552.0,MALE,HEALTHCARE REPRESENTATIVE,2.0,4069.0,3.0
37.0, no , research & development ,529.0,FEMALE, research scientist ,13.0,4449.0,3.0
41.0,NO, research & development ,1392.0, female ,RESEARCH SCIENTIST,6.0,5467.0,3.0
39.0, no ,SALES,985.0,MALE,SALES EXECUTIVE,8.0,7880.0,3.0
36.0, no ,RESEARCH & DEVELOPMENT,1659.0,MALE,LABORATORY TECHNICIAN,4.0,2013.0,3.0
33.0, no , research & development ,969.0,FEMALE, healthcare representative ,5.0,6949.0,3.0
39.0, no ,SALES,182.0,FEMALE, sales executive ,15.0,5902.0,
32.0,NO,SALES,125.0, nan , sales executive ,11.0,5010.0,
50.0, yes ,SALES,2055.0,MALE, nan ,3.0,10854.0,3.0
36.0, no , nan ,924.0,MALE, healthcare representative ,16.0,6586.0,3.0
35.0, no ,SALES,1243.0,FEMALE, sales executive ,,10377.0,3.0
36.0,NO, research & development ,1294.0, female , nan ,16.0,,3.0
44.0,NO,RESEARCH & DEVELOPMENT,852.0, male ,HEALTHCARE REPRESENTATIVE,5.0,5933.0,3.0
30.0,NO,RESEARCH & DEVELOPMENT,104.0,MALE,LABORATORY TECHNICIAN,10.0,5126.0,3.0
41.0,NO, research & development ,1085.0,FEMALE, research scientist ,10.0,3376.0,3.0
40.0, no , research & development ,1166.0, female , research director ,18.0,13499.0,3.0
,NO,SALES,1105.0,FEMALE,SALES EXECUTIVE,1.0,6694.0,3.0
24.0,NO, research & development ,639.0,MALE, research scientist ,6.0,2725.0,3.0
40.0,NO, research & development ,119.0,MALE,HEALTHCARE REPRESENTATIVE,,13503.0,4.0
, nan ,RESEARCH & DEVELOPMENT,1666.0,NAN,RESEARCH DIRECTOR,,17603.0,4.0
55.0,NO,RESEARCH & DEVELOPMENT,1694.0,NAN, research scientist ,4.0,3537.0,3.0
, nan , sales ,38.0, female ,MANAGER,2.0,18947.0,3.0
38.0,NO,NAN,1563.0, male , human resources ,6.0,6077.0,
29.0,YES, research & development ,565.0,FEMALE,NAN,2.0,2546.0,3.0
30.0,NO, human resources ,184.0, male , human resources ,,6347.0,
38.0,YES,RESEARCH & DEVELOPMENT,282.0, male , healthcare representative ,1.0,6673.0,3.0
26.0, no ,RESEARCH & DEVELOPMENT,,FEMALE, research scientist ,1.0,2933.0,3.0
24.0, no ,RESEARCH & DEVELOPMENT,1725.0, male , laboratory technician ,6.0,3907.0,
37.0, no ,SALES,900.0, female , sales representative ,5.0,2973.0,3.0
38.0, no ,RESEARCH & DEVELOPMENT,,FEMALE,RESEARCH SCIENTIST,20.0,2133.0,
33.0,NO,SALES,677.0, male ,SALES EXECUTIVE,5.0,7104.0,3.0
42.0, no ,RESEARCH & DEVELOPMENT,894.0, female , laboratory technician ,5.0,5231.0,
48.0, no ,SALES,595.0, female , sales executive ,9.0,4051.0,3.0
35.0, no , sales ,805.0, nan ,SALES REPRESENTATIVE,3.0,,3.0
21.0,NO, sales ,2021.0,MALE, sales representative ,2.0,2380.0,3.0
50.0, nan ,RESEARCH & DEVELOPMENT,716.0,MALE,LABORATORY TECHNICIAN,20.0,3221.0,3.0
46.0,NO, research & development ,1857.0, male ,MANUFACTURING DIRECTOR,9.0,8578.0,3.0
, no ,RESEARCH & DEVELOPMENT,1358.0, male ,LABORATORY TECHNICIAN,3.0,3669.0,
46.0,NO,RESEARCH & DEVELOPMENT,1080.0,NAN, research scientist ,,4615.0,4.0
30.0,NO, sales ,475.0,FEMALE,SALES EXECUTIVE,,4736.0,3.0
24.0,YES,SALES,554.0,FEMALE,SALES REPRESENTATIVE,5.0,3202.0,3.0
28.0, no , research & development ,1947.0,MALE,RESEARCH SCIENTIST,5.0,2144.0,3.0
34.0, no ,NAN,1356.0, female ,SALES EXECUTIVE,10.0,6125.0,3.0
36.0,NO, sales ,1425.0,FEMALE, sales executive ,5.0,,3.0
34.0,NO,RESEARCH & DEVELOPMENT,1597.0,MALE, healthcare representative ,8.0,5063.0,3.0
34.0, no ,RESEARCH & DEVELOPMENT,1184.0,MALE,NAN,13.0,5343.0,4.0
28.0,YES,RESEARCH & DEVELOPMENT,1111.0, male ,LABORATORY TECHNICIAN,1.0,2596.0,3.0
23.0, no , research & development ,784.0, male , nan ,,3505.0,3.0
29.0,YES,RESEARCH & DEVELOPMENT,1299.0, female ,LABORATORY TECHNICIAN,,3339.0,
, yes , research & development ,1127.0, male , healthcare representative ,18.0,12169.0,3.0
44.0,NAN,SALES,68.0, female ,SALES EXECUTIVE,4.0,,4.0
,NO,SALES,91.0, female , sales executive ,4.0,,3.0
33.0, yes , sales ,485.0, female ,SALES REPRESENTATIVE,1.0,2851.0,3.0
39.0, no , sales ,2056.0,FEMALE, sales executive ,20.0,12031.0,3.0
, no , research & development ,1115.0,MALE, research scientist ,0.0,2979.0,3.0
29.0,NO, research & development ,94.0,MALE, nan ,5.0,2703.0,4.0
30.0,NO, sales ,1428.0, female ,SALES EXECUTIVE,3.0,4779.0,3.0
42.0, no ,SALES,1943.0,MALE,SALES EXECUTIVE,0.0,5087.0,3.0
29.0, no ,RESEARCH & DEVELOPMENT,1709.0, nan , laboratory technician ,5.0,2974.0,3.0
, yes , sales ,896.0, female , sales representative ,3.0,2800.0,3.0
32.0,NO,SALES,420.0,MALE,NAN,13.0,5484.0,
37.0, no ,RESEARCH & DEVELOPMENT,1062.0,FEMALE,HEALTHCARE REPRESENTATIVE,4.0,4107.0,3.0
